id,profile_title,user_id,grinder,grinderBrand,grinderModel,grind,grindScale,roastLevel,beanAge,dose,volumeTarget,actualVolume,timeTarget,actualTime,humidity,waterTempC,tampPressureKg
655c478c-fc25-43da-a413-093ea4dfb2e1,Extractamundo Dos!,82f14095-945a-4b60-ae56-3bf3668900d6,Lagom_01 102 HU,Lagom,01 102 HU,1.4,,,,14.5,,39.9,,20.775,,,
d2b34e2f-3c5e-48d0-a6d9-3cf8f24fc944,D-Flow / default,160ec6bc-53c4-4bf9-acbf-351f355f03ef,DF64,DF64,,3.9,,Espresso,,19,,40,,31.357,,,
15dbf412-ac85-46bc-b46f-f2e15b6a5536,Gentle and sweet,20775f79-d347-44af-903c-590e968d75d1,,,,10,,,,18,,41.5,,47.566,,,
4c63785a-0ed4-4e7d-b617-0a9e18d47896,TurboBloom,a267de3b-c935-4964-a003-d66ec9828812,,,,0,,,,18,,43,,19.005,,,
4a2226b2-4654-4433-8515-6e02de0e1f75,Adaptive v2,29e4310e-0c72-4e68-b42d-f990c222c92b,,,,12.4,,,,18,,54.8,,29.046,,,
a560a9d4-a162-4e5b-965e-f0f484cf5568,Damian's LRv3,62a73803-cebf-441f-8456-3564929b4162,,,,0,,,,19.6,,37.6,,28.799,,,
38ed00cd-5e0a-4a01-88c0-03c684bf9c26,A-Flow / AJ49-Reg,ff28e7c9-bf87-45e6-a165-67e2b1a19d0e,NicheZero,NicheZero,,1,,,,16.5,,41.5,,44.811,,,
33a506a7-5029-4e2c-84d0-78de1ba008af,Visualizer/lever for Steve Langston,ae657cc2-3d01-4ee6-b2f5-7e5023f8a099,Max/brew,Max/brew,,3,,,,18,,31.6,,53.548,,,
46114d4b-9f92-4496-8d77-2d396435d14c,D-Flow / rob1,b3341121-fbb4-4df9-8ff5-704d2d5a822c,Mazzer_Philos,Mazzer,Philos,19,,,,18,,44.7,,48.733,,,
0f3f1880-a077-4134-82b5-d8b6b0d1efe9,Flair 58,442a36a2-5fb9-4262-90d6-ba3983ec348c,Zerno_Z1,Zerno,Z1,100,,UNKNOWN,,18,,36.8,,49.201,,,
7b6134a1-b75d-43d5-a571-a6509c30d682,Flair 58,442a36a2-5fb9-4262-90d6-ba3983ec348c,Zerno_Z1,Zerno,Z1,100,,UNKNOWN,,18,,35.7,,27.99,,,
d51fcba5-97a9-40b2-8a43-15f9ca3de3d7,Best practice (light roast),0ffc0e20-2d25-4509-b17c-2d6cbeebfb9f,,,,0.9,,,,18,,54.9,,35.727,,,
179100e1-d7f3-4b55-b841-21c73cbd381c,Gentle and sweet,3a10deeb-1b97-4dd8-b045-58cfbc8bee92,Lucca_75,Lucca,75,40,,Light-Medium,,19.6,,43.4,,19.394,,,
0228bbcb-e70f-43f0-8037-61394d759b53,Espresso/Baseline ULC,f00ffda6-90c0-48bc-b485-a4a1d0d32173,Lagom_P100 - HU,Lagom,P100 - HU,2.2,,Filter Light Roast,,18,,51.1,,15.482,,,
5d8de1de-8016-474a-970f-c4ef2a08e7d0,SOUP M,5e09e79a-c49a-4ab9-958c-338ee1ee2d73,Monolith_Flat MAX2 98mm,Monolith,Flat MAX2 98mm,4.2,,,,21.3,,70,,19.3,,,
022d41b5-a731-4917-bb32-68801b91347b,Extractamundo Dos!,f8eea7f6-b866-4869-872c-68a6eac735cb,,,,20,,,,15,,34.6,,28.517,,,
ccf46d41-3790-4307-8aee-c2ededf0b7f5,Gentle and sweet,abc2830e-ca6e-4ea8-8ddd-16b02ae6d8f0,P100,P100,,9,,,,18,,36.2,,23.774,,,
e6b18ce7-7033-4119-a6cc-2206246ffa26,Adaptive v2,e099a056-edee-459a-9cf1-aa6c49e16346,P100,P100,,0.2,,,,15,,30.2,,35.73,,,
4800fe68-d874-4f65-b33e-2c316162007d,Damian's LRv2,a3ea831b-7892-443f-991f-f1ba72945e41,,,,6.7,,medium,,19.7,,36,,36.558,,,
770633dd-0bda-4320-ae40-792742641b9e,Kaffeemacher APAS,a9572dbd-c1e4-43bb-a2ab-6ac806f048e7,Eureka_Mignon SD,Eureka,Mignon SD,1.9,,Dunkel,,18,,36.4,,36.03,,,
3016ef6b-91f9-40d1-b3f0-9d75144390e8,D-Flow / Q,a3ea831b-7892-443f-991f-f1ba72945e41,,,,6.7,,medium,,19.7,,35.8,,30.78,,,
fc33f245-055b-44b2-9ff6-de8af047c080,Visualizer/SC slayer shot adaptive,18f46bd1-ace8-4581-9d19-aa00c8e246e7,ek43s,ek43s,,0.6,,espresso,,20,,25.3,,37.618,,,
0cb1d649-83af-47b5-af06-4d5e0d84c6be,Extractamundo Dos!,82f14095-945a-4b60-ae56-3bf3668900d6,Lagom_01 102 HU,Lagom,01 102 HU,1.4,,,,14.5,,39.9,,19.273,,,
3c413393-e96c-4562-bf32-699905df7f1d,D-Flow / dflow,e975dc8e-07e1-4b9e-ab17-2d35b526d335,,,,11,,,,20,,49.8,,34.063,,,
1ceb7403-3791-42ea-a18a-3b23485a2d8d,Rao Allongé,6ea9e12a-fbf2-4afa-ad9a-dca5a8d51e4a,,,,18,,,,19,,36.6,,16.787,,,
42450750-4988-41d4-ba77-8e8453b166da,D-Flow / 32,a63269c5-c335-4722-8e75-dd8d0e1becc2,niche,niche,,22,,medium,,18.1,,36.2,,49.134,,,
2a23bd2f-b4fc-4f5d-8932-ec2d372e48bc,Rao Allongé,6ea9e12a-fbf2-4afa-ad9a-dca5a8d51e4a,,,,18,,,,19,,28.5,,15.031,,,
08bedc23-820c-4299-ae94-a0beb9790a69,Adaptive v2,cb4e9af7-2d51-47ca-8fa2-80e1755ea5fb,,,,6.5,,,,20,,48.4,,35.039,,,
1615ef34-5d17-4811-b3d4-68777212d278,Adaptive v2,cb4e9af7-2d51-47ca-8fa2-80e1755ea5fb,,,,6.5,,,,20,,47.8,,25.542,,,
fcc43343-e0bf-4137-a42b-5e2a7ed65452,D-Flow / Dark roast,b4454549-d8f5-452b-8eb4-918a56bae8d2,,,,29,,,,18,,36.3,,27.538,,,
5fb0a6be-705c-4008-96b6-01e1f6d4da8c,Visualizer/sweet dude,00212cf7-21af-48b9-b1dd-b68a4b6dd5fd,Niche_Zero,Niche,Zero,15,,dark,,17,,40.2,,31.229,,,
c13a0c03-98d0-407b-b7b3-d113c98b0f05,Adaptive v2,cb4e9af7-2d51-47ca-8fa2-80e1755ea5fb,,,,6.5,,,,20,,47.6,,25.246,,,
57aab377-5dfb-47e6-800d-caa2ffcc0fec,Extractamundo Dos!,d3a8ef5b-b405-464b-b578-7d4dd2aac16f,Lagom_P100 - HU,Lagom,P100 - HU,35,,light,,17,,39.2,,15.971,,,
39fb69e7-acbc-49f4-95c1-c4da4cb84c3a,zzz,32c30031-0166-4c4c-8c58-f3da4733027e,,,,0,,,,17,,37,,46.663,,,
d6a5fb64-d61c-4a1f-8c30-9455ae884525,Baseline LC,3d3b79f0-14f2-4383-910c-4e8109568207,Lagom_01 102OM,Lagom,01 102OM,0.8,,,,18.6,,44.7,,18.547,,,
d2f491a4-9de1-45dd-a5f8-b7e0a0fcaa04,D-Flow / La Pavoni,94dcef91-c174-4b9a-82d0-3b193ca06f87,Niche_Zero D18,Niche,Zero D18,13,,,,17,,42,,36.9,,,
e7f5568b-dbd5-420e-baa2-d51f6e9cbc68,A-Flow / AJ49-Reg,ff28e7c9-bf87-45e6-a165-67e2b1a19d0e,NicheZero,NicheZero,,1,,,,16.5,,32.8,,42.185,,,
4fae22d9-3f83-4b85-9274-685243c46d4c,TurboBloom,c1636f8e-f026-442b-a178-7160ff24bbd0,MC3,MC3,,2.5,,heirloom/landrace,,15.4,,40.9,,29.49,,,
026e4d23-6a12-4293-acca-661bbd54d031,Visualizer/Extractamundo Dos!,530b0685-d663-4c8d-8739-d8e5222132df,niche_zero,niche,zero,16,,,,18,,40.5,,21.238,,,
ee2069e0-cf83-4eaa-9da0-e010b54273ff,Best overall pressure profile,59e810d3-b3eb-4a20-904b-9ba13a11cb72,Niche_Zero,Niche,Zero,16,,medium-dark,,18,,39.5,,28.033,,,
de8ada15-7b73-4dad-a7d3-a889a29bf938,Damian's LM Leva,d9faaa13-293b-4f28-8eb5-b973e8b20cfe,,,,0,,,,18,,41.7,,39.036,,,
f3999fa3-e2b7-438e-9241-123c82c31c12,Best overall pressure profile,f5ba55d4-225b-4931-8ff6-66630a101f76,Commandante_C40,Commandante,C40,20,,Medium Dark,,19,,45.2,,27.764,,,
0ed322bf-0b0d-4898-afac-973460aefb3f,Visualizer/SC slayer shot adaptive,18f46bd1-ace8-4581-9d19-aa00c8e246e7,ek43s,ek43s,,0.65,,espresso,,18,,36.4,,30.56,,,
3ec6bcea-0598-4e5b-b907-5ce6aff217be,D-Flow / sweet spot,8e36b4e2-3798-4a32-a24a-4ac8e88772bc,,,,7,,,,17,,46,,19.574,,,
2dff7171-5535-4a27-abb8-efabe20fee44,D-Flow / 32,a63269c5-c335-4722-8e75-dd8d0e1becc2,niche,niche,,22,,medium,,18.1,,36.1,,53.292,,,
e949994d-db95-4e95-b019-7bc6289ddc57,D-Flow / default 2,b3c0ad70-f10a-427f-887c-54e91f5a2317,,,,0,,,,18,,39.9,,31.679,,,
44bc73b9-ef5c-4a58-b30e-be604a599574,Damian's LRv3 36g,e9fa29b8-90eb-40d6-8988-e616bacd6fb3,Niche_Zero OG,Niche,Zero OG,15,,,,18,,36.1,,56.742,,,
d223cabe-b806-4256-817d-250d8d6a54df,Cremina lever machine,b2e60248-fbfe-4caf-9bd0-66479d445aec,DF83V_SSP HU,DF83V,SSP HU,14.5,,,,17.5,,31,,56.969,,,
2dc71379-f14e-4f4e-a7db-df5da88fe5a4,Cremina lever machine,b2e60248-fbfe-4caf-9bd0-66479d445aec,DF83V_SSP HU,DF83V,SSP HU,14.5,,,,17.5,,38.1,,47.835,,,
8083f6c4-3d6c-4519-8b9a-cd4efd56a8fd,Londonium_jw,d1fb9bc1-9928-4811-9070-5d51123a3f62,Ultra_LB EP,Ultra,LB EP,33,,med light,,19.2,,45.2,,32.489,,,
cdba7d23-9dd7-4a70-8682-d699e44017b4,D-Flow / Dark2,c8b297a4-ee6c-44b6-98d6-cc290766fcb6,,,,18,,,,18.5,,34.5,,24.073,,,
077f3a92-9306-4997-a007-b0e8598e4fef,Damian's LRv3,04c76332-6507-4fe9-a383-6154bc0a43bb,Niche_Duo,Niche,Duo,4,,Medium,,18,,50.3,,30.752,,,
06b12cd3-cfd2-4345-a733-27e323be533f,Gentle and sweet,daee6200-32c0-44a2-a245-c149650c7696,,,,0,,,,19,,45,,17.992,,,
a8ea574a-6b4f-466f-aa64-7f1969557ece,Default,b232bc05-0928-4f91-bd40-45f31d623558,Zerno_Z1 SSP CV3 Blind,Zerno,Z1 SSP CV3 Blind,150,,Medium-Light,,18,,36.1,,15.754,,,
272cb651-36e3-4cff-a621-16a4725619ef,Blooming Espresso,b58082cb-271e-46d8-98f9-55ab7ce63d18,Eureka_Stark (ARO),Eureka,Stark (ARO),10,,,,17,,40.2,,53.549,,,
6388c5ac-8cd5-4ea4-83fa-b7af15a991aa,Default,410863e9-3e75-42a4-9ccd-556d9e316773,Timemore_78s,Timemore,78s,2,,Light,,18,,35.9,,23.511,,,
08acd23a-1a4d-4be7-9bb3-29529f2c0711,D-Flow / default,2b19095f-cc8b-45ca-b9ec-473890fca74a,,,,0,,,,18,,44.7,,49.496,,,
d8a6e075-6121-4949-a332-616c1ab57a2f,Adaptive,6526158d-938d-4dbe-8610-8a67fab4b621,Eureka_Mignon Single Dose,Eureka,Mignon Single Dose,4,,Espresso,,18,,31.5,,26.5,,,
66197566-2aa7-41c6-9eb3-ba3cfe40f815,Visualizer/SC slayer shot adaptive,18f46bd1-ace8-4581-9d19-aa00c8e246e7,ek43s,ek43s,,0.7,,medium,,20,,25.5,,28.667,,,
87475fe5-ba8c-420e-b0d8-0205203f781e,Extractamundo Dos!,f8eea7f6-b866-4869-872c-68a6eac735cb,,,,20,,,,15,,34.9,,29.053,,,
a05d3fc9-e5fb-44b8-bd36-3b19f3255074,Adaptive v2,cb4e9af7-2d51-47ca-8fa2-80e1755ea5fb,,,,6.5,,,,20,,48.6,,27.765,,,
dff0350c-284a-404c-be3e-f67f81e1ff0a,Mild und süßlich,8b7bdfd7-46d7-4b8b-a0f0-61d7e2adcb16,,,,0,,,,18,,40.4,,23.265,,,
ce1329e2-c5eb-4357-ada2-7581030b3f15,Damian's Q,044eedd8-ac90-4d3d-8d39-7f5e6b6f120a,Mahikonig_E65S GbW,Mahikonig,E65S GbW,0.0034,,Medium,,18,,36.2,,25.513,,,
96fd90c5-ab7c-4b23-908e-c899150a5f3d,Baseline LC,f77c8f07-a68e-4972-b0b3-83b02b395c89,Zerno_Z1 MP - slow auger,Zerno,Z1 MP - slow auger,155,,,,18,,45.5,,15.794,,,
0b91e511-9a32-4522-a198-ee045bbdaf5d,Visualizer/Extractamundo Tres! v2,aea86e2d-3654-4e20-a219-ab1100f9328a,Levercraft_Ultra: 98HU,Levercraft,Ultra: 98HU,1.6035,,Extra Light,,19.2,,42.6,,14.541,,,
8a2fa767-84c4-48e3-9eaa-d11a6a876db0,D-Flow / Will,d4790a0f-22d0-49c9-a0f9-0dde0ea22681,Mazzer_Philos,Mazzer,Philos,23,,Medium-light,,16.5,,33.3,,37.348,,,
c7e4b9aa-b6dd-48b2-990c-26a9e6d4fd13,D-Flow / default 2,b3c0ad70-f10a-427f-887c-54e91f5a2317,,,,0,,,,18,,40.4,,34.018,,,
44d36df8-9c49-4cb3-9dd2-0c480cda7ac1,Kaffeemacher APAS,a9572dbd-c1e4-43bb-a2ab-6ac806f048e7,Eureka_Mignon SD,Eureka,Mignon SD,1.9,,Dunkel,,18,,43.2,,34.806,,,
8d4b4ff8-025d-4da8-8e08-e2f7a8b548f5,Baseline LC,e70eac98-c9a0-4172-b0b1-ef44fb88c232,,,,0,,,,18,,44.3,,22.321,,,
04934829-3977-446d-8d79-a9094c5ddce5,Visualizer/JW ASL 2,b08276d6-8618-449e-8564-4e18efb160fa,EK43_HU,EK43,HU,38,,Medium dark,,20,,40.1,,25.783,,,
395606ad-93d9-4510-b19b-28c94365ec10,80's Espresso 2,e70eac98-c9a0-4172-b0b1-ef44fb88c232,,,,0,,,,18,,37.5,,26.235,,,
b3b6daeb-c0b8-40c5-878b-a4f77c73b700,Londonium,705da907-f51b-415f-b40d-a82719fb0b03,Niche_Zero,Niche,Zero,17,,Medium,,18,,39,,36.078,,,
406f77e2-9a21-4c9a-9f5b-d30ef40ebb0e,Damian's LRv3,4e964052-1338-4542-90fc-de0ba37ab6cb,Philos,Philos,,31,,,,18,,34,,35.323,,,
eed7eeea-6a67-4d26-9370-1a27ba5ff48d,Damian's LRv2,ff7b4446-e109-469d-8110-e8706dfef48c,Niche_Zero,Niche,Zero,15,,3,,18,,38.43,,23.759,,,
065a580d-1f09-40f8-8e02-2e516f13c15a,Robot,0c13f14d-180b-4b9b-9132-8f31043b926c,Lagom_P64 SSP Brew V1,Lagom,P64 SSP Brew V1,0.155,,UNKNOWN,,17.5,,47.6,,37.729,,,
b98520e8-0aed-4c56-a702-25e9add292d1,Baseline MC,48aa439e-2e71-4e07-832a-3e24b6b83039,Compak_PK 100,Compak,PK 100,45,,Light,,20,,50.1,,16.787,,,
f824ba6d-1e5b-4d9b-873a-b57a2ce50914,Londonium,705da907-f51b-415f-b40d-a82719fb0b03,Niche_Zero,Niche,Zero,17,,Medium,,18,,38.7,,35.047,,,
5e083ccb-5a42-46b8-b6cd-9963cda14dee,Two spring lever machine to 9 bar (35s decline),db2c3a18-25f0-4924-b66e-4b975060b0c1,Weber_Workshops EG-1,Weber,Workshops EG-1,5.08,,medium dark,,18,,35.9,,40.298,,,
3be61083-94ac-41d4-8e62-a43daec2cc77,Damian's LRv3,4e964052-1338-4542-90fc-de0ba37ab6cb,Philos,Philos,,31,,,,18,,34.3,,41.811,,,
ed00ba8d-71b3-483f-a0c5-84ae5b32ea0f,D-Flow / Dark roast,b4454549-d8f5-452b-8eb4-918a56bae8d2,,,,28,,,,18,,36.3,,36.762,,,
35e856da-c61f-4480-a46e-d0ba5ff67918,D-Flow / Dark roast,b4454549-d8f5-452b-8eb4-918a56bae8d2,,,,28,,,,18,,36.1,,36.77,,,
808156e5-ee7f-4f4e-b927-2faa41402d3a,Cremina lever machine,b51718ab-bc11-463d-be90-5538921b05e4,Xbloom_Studio,Xbloom,Studio,43,,,,23.4,,44.3,,27.079,,,
d3b4364d-77c7-404c-bdac-bf1fbf31abe7,D-Flow / 32,a63269c5-c335-4722-8e75-dd8d0e1becc2,niche,niche,,22,,medium,,18.1,,36.2,,41.991,,,
cf058743-6537-46aa-abaa-0362faf77c89,Baseline/MC,10f1e281-8fd0-4f43-94f6-d416713dabe0,lagom_01 SSP 102 HU,lagom,01 SSP 102 HU,0.3,,Light,,18,,35.3,,16.766,,,
9026b753-c147-4491-9f59-3a7f035ab90e,Damian's Q,b2a8dc1a-400c-43f7-89ed-b0b0e44227e8,Niche_Zero,Niche,Zero,7,,Light,,20,,35.9,,35.005,,,
a75848ff-77a9-45c6-ae00-471114f47668,D-Flow / default,80d8ac6f-1d59-4b1d-95b4-21793266531a,Niche_Zero,Niche,Zero,11.5,,Medium,,19,,39.5,,35.817,,,
da839741-119f-474a-a81b-9d3f8fd83ed3,"B/M,PI=9m:4.5b,RH=8.4b:6.5m:6s,I=10b:20s",30a6dd0c-7219-43a7-b3a9-a466213133fa,P64,P64,,5.5257,,"Pussi nro 21, pötkylätäyttö 3, BB 12/2026",,15.2,,24.4,,12.194,,,
4c283fd9-a288-4139-a121-96e9757700e0,Damian's LRv2,ff7b4446-e109-469d-8110-e8706dfef48c,Niche_Zero,Niche,Zero,15,,3,,18,,37.98,,22.316,,,
c8b8ad48-33d7-4cd3-bcea-abf40536d8e8,Flup/Baseline LC,f5fbc67a-51d2-43ef-a72a-eedcb3475204,Lagom_P64 MP new speed 9 (1.4),Lagom,P64 MP new speed 9 (1.4),3,,Filter,,17,,36.7,,11.339,,,
15f9faab-1647-4c54-b61b-3397aa9ca829,Damian's Q,b2a8dc1a-400c-43f7-89ed-b0b0e44227e8,Niche_Zero,Niche,Zero,7,,Light,,20,,35.8,,45.325,,,
1dcb06fe-f630-421e-95db-8cab17a31431,Flup/Baseline LC,f5fbc67a-51d2-43ef-a72a-eedcb3475204,Lagom_P64 MP new speed 9 (1.4),Lagom,P64 MP new speed 9 (1.4),3,,Filter,,17,,37.6,,12.254,,,
577e4739-88c5-4d7a-8cfd-69df13db6db3,D-Flow / 32,a63269c5-c335-4722-8e75-dd8d0e1becc2,niche,niche,,22,,medium,,18.1,,36.3,,46.958,,,
89834a21-11e2-4acc-85e6-3e8dd139b69b,D-Flow / default,a3ea831b-7892-443f-991f-f1ba72945e41,,,,1,,,,18,,27.5,,26.722,,,
07a473d4-67fc-462c-8389-6bfb69b95fd7,Best overall pressure profile,03692070-ecd1-4874-9d5c-eb5176f851d5,Lagom_01 Mizen 102,Lagom,01 Mizen 102,1,,light,,18,,36.3,,27.483,,,
6152eee4-f02b-4e5b-b2c5-c02c2ae4f8ac,Visualizer/Baseline ULC,1d8401d8-a560-427c-ae2f-58acf1d34ebc,Titus_Nautilus Brew,Titus,Nautilus Brew,110,,French Roast,,18,,42.1,,12.354,,,
ed9c9d02-f9bb-4bf8-9775-764c096d6442,D-Flow / light,82ca2b37-cab2-49bf-9b61-5b27b7491cef,Titus,Titus,,45,,medium,,19,,44.2,,49.845,,,
36d154be-cd81-4e07-b9d9-1b598e84ea7e,Adaptive v2,cda6f921-cb51-4931-9474-c39845ddfc0d,,,,15,,,,18,,35.1,,32.062,,,
111bf796-fd35-4edd-8860-8e30d5477bbc,Extractamundo Dos!,ff7b4446-e109-469d-8110-e8706dfef48c,,,,1.5,,3,,18,,34.04,,12.733,,,
f926e5e0-aaa1-438d-8417-73f2f03d7981,Damian's LRv3,6d9f54de-d3e6-4177-9369-ef047a8255f7,varia,varia,,5.5,,medium dark,,12,,34.1,,29.52,,,
cb771ad1-51e8-405d-8d5f-8ca39f1446ba,Adaptive modified,bbbd2d88-b452-4189-b520-5a74cdd9398e,Mazzer_Philos,Mazzer,Philos,15,,bright,,18.2,,39.5,,34.022,,,
c9451e8f-421b-427b-94fe-7df864a01790,Flair 58,45c432d6-1111-40ec-b346-fd426191f3b6,Timemore_078s,Timemore,078s,3.2,,UNKNOWN,,22,,43.7,,30.032,,,
9752ab80-bcde-4bd0-95da-b3131b96e48f,Londonium,6df0022e-7de2-43c3-a525-548b2579b64e,Mahlkönig_EK43 S,Mahlkönig,EK43 S,1.5,,Medium,,18,,35.7,,42.26,,,
478428c3-85a2-4969-aa4a-9dfed36fc9c8,DN 7 to 6,40ad498b-b633-454c-9164-d30bc90cf340,Option-O_Lagom P-64,Option-O,Lagom P-64,68,,Espresso mittel dunkel,,15,,30.2,,21.261,,,
a16f0679-219b-4952-ac2c-7587a043c2a8,DN 7 to 6,40ad498b-b633-454c-9164-d30bc90cf340,Option-O_Lagom P-64,Option-O,Lagom P-64,68,,Espresso mittel dunkel,,15,,30.2,,21.486,,,
3e34cc56-9e41-4a62-87ae-b6c1aead227d,Visualizer/Baseline ULC,1d8401d8-a560-427c-ae2f-58acf1d34ebc,Titus_Nautilus Brew,Titus,Nautilus Brew,110,,French Roast,,18,,41.8,,12.06,,,
69df4155-42cc-4981-9120-3ff4b17395d7,Damian's LRv3,6d9f54de-d3e6-4177-9369-ef047a8255f7,varia,varia,,5.5,,medium dark,,12,,34.5,,26.004,,,
c1f034ca-5233-40ee-bfa8-0c594cd72948,D-Flow / default,ae3f2aa6-c93b-4d8e-8866-ea33085dbceb,DF64,DF64,,11,,medium,,18,,36.6,,32.534,,,
372fe285-454f-499b-94ab-568c2742b2a8,Damian's LRv3,6d9f54de-d3e6-4177-9369-ef047a8255f7,varia,varia,,5.5,,medium dark,,12,,33.2,,37.8,,,
6ab572ab-ee16-4f72-97f1-bd416a8d977f,Standard 2 3,d333357a-115c-46c3-a140-c4340d49f584,Nautilus,Nautilus,,18,,,,16,,36.2,,40.494,,,
fa43318a-f50b-4caa-a40a-3dac83ae1c0e,Damian's LRv3 2,2ebca1c7-8153-4c43-8e38-8a8b19e830d7,Niche,Niche,,14,,Medium ,,18,,38.7,,53.776,,,
26ba3a50-35e6-4963-8538-c8dcf0fdde6d,D-Flow / Q,630815f7-bdcf-4c85-b94e-4bdd6607b8b4,,,,2.7,,Light,,19,,36.4,,21.538,,,
2eff7911-6f91-42cb-8d53-3d01584052b0,D-Flow / default,a3ea831b-7892-443f-991f-f1ba72945e41,,,,1,,,,18,,27.6,,30.573,,,
669e2e88-906e-4520-bca2-685449e9ab70,Extractamundo Dos!,ff7b4446-e109-469d-8110-e8706dfef48c,,,,1.5,,3,,18,,34.04,,13.636,,,
768766cc-c073-4517-b0c0-88b4b1439935,Gentle and sweet,5b30ffe2-185e-4631-aaee-f94f800cc0c7,P64,P64,,0.75,,Medium,,18,,34.3,,29.744,,,
66a0f311-f0f4-448e-9474-61cc200b48f6,D-Flow / La Pavoni,b0f8a0ca-2e10-442c-a93d-259ff6c12469,Versalab_M4,Versalab,M4,3.6,,3,,18.1,,40.5,,39.931,,,
e5d5ac61-e633-4f34-a522-9540def0029d,Damian's LM Leva,d9faaa13-293b-4f28-8eb5-b973e8b20cfe,,,,0,,,,18,,42,,36.486,,,
282fb25d-c93d-41ba-8095-7c74dfb3c80b,Damian's LRv3,6d9f54de-d3e6-4177-9369-ef047a8255f7,varia,varia,,5.5,,dark,,12,,26.8,,32.037,,,
9f78880c-746f-4f99-87f8-9536c516a7f0,Baseline MC,82f14095-945a-4b60-ae56-3bf3668900d6,Lagom_01 102 HU,Lagom,01 102 HU,1.4,,,,14.5,,46.9,,18.754,,,
b4d34c05-71a0-489c-bbd4-fe06ceb70422,Baseline LC 2,075182a5-0374-4a96-b205-675f37e1d8bf,ssw,ssw,,3.1,,Coal,,18,,43,,13.544,,,
1884f11e-3ef7-45d7-bd27-3fc43f15069e,Damian's LRv3,6d9f54de-d3e6-4177-9369-ef047a8255f7,varia,varia,,5.5,,medium dark,,12,,35.9,,25.782,,,
4df87269-175a-4406-9e3a-632220177674,A. Espresso-Advanced / Synesso v3,024673bf-de39-47e1-9cf0-53a600678ad4,Niche_Zero,Niche,Zero,15,,Moderately Dark,,19.3,,35.6,,29.161,,,
8be39abf-de2e-41c8-93fe-c2e929477094,Best overall pressure profile,ec2e81fc-d72f-4ddc-9a22-67b004d879c6,,,,5,,Medium,,22,,41.5,,17.323,,,
a251d292-9812-432f-b3b2-b1f5b783068b,D-Flow / 2.5,ac599d51-ca43-4ed2-bc5f-6f91fc24f703,Niche_Zero,Niche,Zero,15,,Medium,,15,,36.9,,41.574,,,
6ae8e6d8-4aca-4535-ba28-74ce650134e8,Gentle and sweet,82328f0d-4dc9-4f7f-8425-78b3f446959c,,,,0,,,,18,,30.3,,40.983,,,
b0509646-a1e4-425c-aacf-736c424c69e1,Cloud Std / 9B 2.5ml Flow,26de433a-be1c-495e-b53f-08419a128824,Lagom_01,Lagom,1,1.1,,Medium,,18,,55.9,,27.866,,,
1cfc884d-254c-4225-be8d-d1a28aabbac7,Gentle and sweet,82328f0d-4dc9-4f7f-8425-78b3f446959c,,,,0,,,,18,,29.9,,48.049,,,
4a064ed2-68fa-4c66-817d-e1879be9b808,Adaptive v2,7346160e-96ce-4b42-b775-120cb31a8cb3,,,,15,,,,20,,43.9,,21.558,,,
ea98f5b3-e42e-4eb6-9585-cdf5077626b0,Flair 58,a293675d-bc15-47aa-8ab6-aa00f0ec04b7,Eureka_Mignion Oro,Eureka,Mignion Oro,0,,UNKNOWN,,17.1,,33.5,,47.039,,,
bd3c14a3-3a6f-4509-812c-88c0d88226cc,Gentle and sweet 3,a87f0c06-84a9-4329-aa15-0beb4942afde,DF64,DF64,,5,,medium,,15.2,,32.6,,21.786,,,
1623c5cb-30d6-4b69-931c-2d21af7948fa,Gentle and sweet 3,a87f0c06-84a9-4329-aa15-0beb4942afde,DF64,DF64,,5,,medium,,15.2,,32.7,,26.737,,,
b8c89fa5-f5bb-49c1-b79c-e306420c2601,D-Flow / default,a3ea831b-7892-443f-991f-f1ba72945e41,,,,1,,,,18,,28.7,,31.009,,,
7c272907-1474-42ad-bf1e-85ed99127ee1,Best overall pressure profile,a49ffb1c-2d57-4d05-8ee1-2816a9dd4e30,,,,0,,3,,18,,36.47,,28.17,,,
3b5942f5-d79a-4791-80d4-d9d80591d01b,Adaptive for sweet&mild,277b2b1b-eaf7-4f58-9d94-b43eb1b033d4,,,,22,,,,18,,36.2,,36.496,,,
4e0fb5b7-0c1b-4e7f-b45e-2280a591a8a5,Default,e9d4ad7c-5684-4034-9426-9c192334e5f1,Eureka_Mignon Single Dose,Eureka,Mignon Single Dose,10,,Light,,19,,31.5,,22.046,,,
75967e3a-f378-4c77-bdf8-2af9ab589e9f,Blooming Allongé,352b7a6e-06b7-4245-aeaf-e4558d3f50e3,niche,niche,,24.5,,Med,,18,,53,,52.946,,,
4d929355-a88a-4f80-8887-107c44f9a52b,코히쟁 버전 Synesso,f70de94b-f0ee-4c1d-bfa8-bdc52d021c9f,Lagom_P64 (HU),Lagom,P64 (HU),0.6,,,,18,,36.2,,25.656,,,
48d6af59-6051-4e6c-92b3-751d31491bb6,Hrpm,277b2b1b-eaf7-4f58-9d94-b43eb1b033d4,,,,29,,,,18,,35.9,,30.511,,,
81d7def2-396e-4b6a-a4ca-2b3c02a5a772,Adaptive v2,7346160e-96ce-4b42-b775-120cb31a8cb3,,,,15,,,,20,,44.3,,28.537,,,
